Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,IC50,,
CHEMBL614,NC(=O)c1cnccn1,IC50,,
CHEMBL310555,Oc1cccc2cccnc12,IC50,,
CHEMBL467098,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(N)c2)c1-c1ccccc1,IC50,13,nM
CHEMBL513141,Nc1ccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)cc1,IC50,4200,nM
CHEMBL20,,,,
CHEMBL20,,,,
CHEMBL560175,COc1cc(O)c(/C=C\C(=O)O)cc1[C@@H](O)CC(C)C,IC50,59,nM
CHEMBL526,CC(C)c1cccc(C(C)C)c1O,IC50,,
CHEMBL319238,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,IC50,25,nM
CHEMBL104442,CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,IC50,5.5,nM
CHEMBL4764656,C[C@H](CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br.Cl,IC50,514,nM
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,,
CHEMBL84151,CN(C)OS(=O)(=O)c1ccc2nc(S(N)(=O)=O)sc2c1,IC50,1.2,nM
CHEMBL1200656,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,IC50,,
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,IC50,,
CHEMBL4746908,NS(=O)(=O)c1ccc(NC(=O)CSC(=S)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1,IC50,2234,nM
CHEMBL66752,NS(=O)(=O)CSCCCc1ccccc1,IC50,1200,nM
CHEMBL404811,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)C(O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,IC50,,
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],IC50,,
CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],IC50,,
CHEMBL467,NC(=O)NO,IC50,,
CHEMBL79939,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)C(CCN1CCOCC1)CN2,IC50,0.58,nM
CHEMBL67154,NS(=O)(=O)CS(=O)(=O)c1ccc(O)cc1,IC50,400,nM
CHEMBL310152,NS(=O)(=O)c1cc2c(s1)SCC(=O)N2,IC50,12.8,nM
CHEMBL81148,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(=O)N2,IC50,3.7,nM
CHEMBL1201010,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,
CHEMBL562,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,IC50,,
CHEMBL3,CN1CCC[C@H]1c1cccnc1,IC50,,
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,IC50,,
CHEMBL252557,O=C(O)CO,IC50,,
CHEMBL1089,NNCCc1ccccc1,IC50,,
CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,45,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,12,nM
CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,IC50,,
CHEMBL1372,,,,
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,IC50,,
CHEMBL43440,NS(=O)(=O)c1cc(C(=O)c2ccccc2)cs1,IC50,6.8,nM
CHEMBL311904,CN(C)C(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,1.6,nM
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,IC50,114,nM
CHEMBL989,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,
CHEMBL1536,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,IC50,,
CHEMBL105713,CC(C)CNCc1cc2cc(S(N)(=O)=O)oc2s1,IC50,6,nM
CHEMBL466495,N#Cc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1,IC50,40,nM
CHEMBL14192,c1ccc(Cn2ccnc2)cc1,IC50,,
CHEMBL83165,CCCCCCCCCCCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IC50,3.1,nM
CHEMBL87179,NS(=O)(=O)c1cc2cc(CO)ccc2s1,IC50,9,nM
CHEMBL3237495,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccc(Cl)cc2Cl)c1,IC50,949.64,nM
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,IC50,,
CHEMBL564201,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,IC50,,
CHEMBL1370,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,
CHEMBL666,O=C(O)P(=O)(O)O,IC50,,
CHEMBL1366,,IC50,,
CHEMBL765,N=C(N)NCCN1CCCCCCC1,IC50,,
CHEMBL1351,,IC50,,
CHEMBL15511,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,IC50,,
CHEMBL415690,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,IC50,,
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,98.3,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,34.3,nM
CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,IC50,,
CHEMBL531,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,IC50,,
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,IC50,,
CHEMBL36715,NC(=O)CN1CCCC1=O,IC50,,
CHEMBL1340,COCCCN1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,IC50,1.28,nM
CHEMBL162168,COc1ccc2cc(S(N)(=O)=O)oc2c1,IC50,15,nM
CHEMBL354386,NS(=O)(=O)c1cc2ccc(O)cc2o1,IC50,11,nM
CHEMBL164438,COc1ccc2cc(S(N)(=O)=O)n(C)c2c1,IC50,110,nM
CHEMBL413114,COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,IC50,3.2,nM
CHEMBL545527,CCN(CC)Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1O.Cl,IC50,16,nM
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,0.18,nM
CHEMBL1016,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IC50,,
CHEMBL1544,,,,
CHEMBL229241,O=C(O)c1cc(S(=O)(=O)O)ccc1O,IC50,290000,nM
CHEMBL1276017,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(NN=C(C(C)=O)C(C)=O)c2)c1-c1ccccc1,IC50,450,nM
CHEMBL1276016,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(/N=N/c3ccc(O)cc3)c2)c1-c1ccccc1,IC50,450,nM
CHEMBL1276024,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc3c2cc(C)n3CC(C)=O)c1-c1ccccc1,IC50,240,nM
CHEMBL348573,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,IC50,10,nM
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,IC50,,
CHEMBL862,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,IC50,,
CHEMBL413965,O=C(O)Cc1ccc(-c2ccccc2)cc1,IC50,,
CHEMBL508102,CCOC(=O)n1ccn(C)c1=S,IC50,,
CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,IC50,,
CHEMBL1214185,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,
CHEMBL1477,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,IC50,,
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,IC50,,
CHEMBL44618,ClC(Cl)Cl,IC50,,
CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,IC50,,
CHEMBL153062,CCCCCCCCCc1ccc(O)cc1,IC50,,
CHEMBL1169,Nc1ccc(C(=O)O)c(O)c1,IC50,,
CHEMBL220492,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,IC50,5,nM
CHEMBL25719,CC(C)=CCC/C(C)=C/CO,IC50,,
CHEMBL541597,CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl,IC50,36,nM
CHEMBL417975,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,0.54,nM
CHEMBL350086,NS(=O)(=O)c1cc2ccc(O)cc2[nH]1,IC50,30,nM
CHEMBL424,O=C(O)c1ccccc1O,IC50,,
CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,IC50,,
CHEMBL2313213,NS(=O)(=O)c1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1,IC50,10000,nM
CHEMBL2298033,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)cc1,IC50,12.94,nM
CHEMBL424188,CC(=O)Oc1ccc2cc(S(N)(=O)=O)oc2c1,IC50,5.5,nM
CHEMBL105730,NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,IC50,21,nM
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,IC50,,
CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,IC50,,
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,IC50,,
CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,IC50,,
CHEMBL3291000,O=P(O)(O)C(NS(=O)(=O)c1ccccc1)P(=O)(O)O,IC50,100000,nM
CHEMBL3291001,O=P(O)(O)C(NS(=O)(=O)c1ccc(Cl)cc1)P(=O)(O)O,IC50,6160,nM
CHEMBL3291002,O=P(O)(O)C(NS(=O)(=O)c1ccc(Br)cc1)P(=O)(O)O,IC50,10000,nM
CHEMBL270299,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,IC50,,
CHEMBL1201151,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,IC50,,
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,,
CHEMBL1088204,CC(NS(N)(=O)=O)c1csc2ccccc12,IC50,130000,nM
CHEMBL1084918,NS(=O)(=O)NCc1csc2ccc(F)cc12,IC50,30000,nM
CHEMBL1084674,Cn1cc(CNS(N)(=O)=O)c2ccccc21,IC50,48000,nM
CHEMBL1077117,NS(=O)(=O)NCc1coc2ccccc12,IC50,7100,nM
CHEMBL189171,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,,
CHEMBL513820,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(I)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,IC50,130,nM
CHEMBL507085,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)OC(C)(C)C,IC50,410,nM
CHEMBL513122,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2ccc(N)cc2)c1-c1ccccc1,IC50,80,nM
CHEMBL265674,Nc1nnc(S(N)(=O)=O)s1,IC50,2900,nM
CHEMBL443431,CC(=O)Cn1c(C)cc2c(-n3nc(C(=O)Nc4nnc(S(N)(=O)=O)s4)c(C(=O)c4ccccc4)c3-c3ccccc3)cccc21,IC50,320,nM
CHEMBL321889,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,IC50,20,nM
CHEMBL4085325,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=S)Nc1ccc(S(N)(=O)=O)cc1,IC50,203,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,63,nM
CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,IC50,40,nM
CHEMBL104630,CC(C)CNCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,IC50,18,nM
CHEMBL1801471,,,,
CHEMBL1403281,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,IC50,,
CHEMBL1504,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,IC50,,
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,IC50,,
CHEMBL294199,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,IC50,,
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,IC50,,
CHEMBL1200993,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],IC50,,
CHEMBL75435,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,IC50,,
CHEMBL1321,CNNCc1ccc(C(=O)NC(C)C)cc1,IC50,,
CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,IC50,,
CHEMBL457299,OCCO,IC50,,
CHEMBL1909072,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,IC50,,
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,IC50,,
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,IC50,1160000,nM
CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,IC50,4490,nM
CHEMBL3559671,,IC50,,
CHEMBL311469,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,IC50,,
CHEMBL2336905,Cc1ccc(-c2nnc(Nc3ccc(S(N)(=O)=O)cc3)c3ccccc23)cc1S(N)(=O)=O,IC50,547,nM
CHEMBL182,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,IC50,,
CHEMBL1476898,,IC50,,
CHEMBL184618,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,IC50,,
CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,IC50,,
CHEMBL302795,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,IC50,,
CHEMBL238071,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,IC50,,
CHEMBL1054,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,IC50,,
CHEMBL1679,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,IC50,,
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,IC50,,
CHEMBL895,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,IC50,,
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,IC50,,
CHEMBL539817,CC(C)CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,IC50,5,nM
CHEMBL544127,CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl,IC50,9,nM
CHEMBL341530,NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)cs1,IC50,5,nM
CHEMBL106683,NS(=O)(=O)c1ccc(SCCCO)s1,IC50,10,nM
CHEMBL2032352,O=C(/C=C/c1c[nH]c2ccccc12)c1ccncc1,IC50,,
CHEMBL4177494,COc1ccc(S(=O)(=O)n2cc(/C=C/C(=O)c3ccncc3)c3ccccc32)cc1,IC50,29350,nM
CHEMBL3746516,NC(=O)c1c(Nc2ccc(I)cc2F)cc(F)cc1Oc1ccc(F)c(NS(N)(=O)=O)c1F,IC50,10000,nM
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,,
CHEMBL1200545,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,
CHEMBL487894,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],IC50,,
CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,IC50,,
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,,
CHEMBL504760,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,IC50,,
CHEMBL502620,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,IC50,,
CHEMBL346810,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,IC50,5,nM
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,IC50,,
CHEMBL108015,NS(=O)(=O)c1ccc(SCCCO)c([N+](=O)[O-])c1,IC50,23,nM
CHEMBL127817,NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,IC50,2.1,nM
CHEMBL555543,Cl.NS(=O)(=O)c1cc2cc(CN3CCSCC3)sc2s1,IC50,2.6,nM
CHEMBL544032,Cl.NS(=O)(=O)c1cc2cc(CNCCF)sc2s1,IC50,2.7,nM
CHEMBL562358,O=[N+]([O-])O[C@H]1CCCC[C@@H]1O,IC50,560000,nM
CHEMBL683,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,IC50,,
CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,IC50,,
CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IC50,,
CHEMBL2092886,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@@H]2O,IC50,7.5,nM
CHEMBL155420,NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,IC50,40,nM
CHEMBL121031,CCN[C@H]1CN(CCCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IC50,3.2,nM
CHEMBL1098207,NS(=O)(=O)c1ccc(Sc2ccccc2CO)c(C(=O)NCc2ccccn2)c1,IC50,106,nM
CHEMBL103621,CCNCc1cc2cc(S(N)(=O)=O)oc2s1,IC50,11,nM
CHEMBL164189,CC(=O)Oc1ccc2cc(S(N)(=O)=O)[nH]c2c1,IC50,32,nM
CHEMBL101370,NS(=O)(=O)c1cc2cc(CNCCF)sc2o1,IC50,12,nM
CHEMBL120418,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,IC50,3.5,nM
CHEMBL555355,Cl.NS(=O)(=O)c1cc(C(=O)c2cccc(CN3CCOCC3)c2)cs1,IC50,5,nM
CHEMBL448399,Cc1cccc(C(=O)O)c1O,IC50,4700000,nM
CHEMBL469318,O=C(O)c1ccc(S(=O)(=O)O)cc1O,IC50,720000,nM
CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,IC50,28,nM
CHEMBL2336900,COc1ccc(-c2nnc(Nc3cccc(S(N)(=O)=O)c3)c3ccccc23)cc1,IC50,10000,nM
CHEMBL2408085,Cc1ccnc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)n1,IC50,63,nM
CHEMBL2408083,Cc1cc(C)nc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)n1,IC50,173,nM
CHEMBL543559,COCCOCCN(CCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl,IC50,2.8,nM
CHEMBL158363,NS(=O)(=O)c1cc2c(s1)[S+]([O-])CCC2O,IC50,100,nM
CHEMBL68840,CCCCCCCCS(=O)(=O)C(Cl)(Cl)S(N)(=O)=O,IC50,200,nM
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,IC50,,
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,IC50,,
CHEMBL407030,OC[C@H]1OC2C3[C@@H](CO)OC(O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)C(OC1[C@H](O)[C@H]2O)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)[C@H](O)[C@H]3O,IC50,,
CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,IC50,,
CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,IC50,,
CHEMBL1200862,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,IC50,,
CHEMBL1909056,,IC50,,
CHEMBL3604466,C[C@H](CO)Nc1nc(Nc2ccc([S+](N)[O-])cc2)ncc1Br,IC50,514,nM
CHEMBL3604467,C[C@@H](O)[C@@H](C)Nc1nc(Nc2ccc([S+](N)[O-])cc2)ncc1Br,IC50,403,nM
CHEMBL2408080,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(N)(=O)=O)cc3)c(Cl)c2c1,IC50,112,nM
CHEMBL2408076,N=C(N)NS(=O)(=O)c1ccc(/N=C/c2c(Cl)c3ccccc3oc2=O)cc1,IC50,85,nM
CHEMBL1454946,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,IC50,,
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,IC50,,
CHEMBL569,CCN(CC)CCOC(=O)c1ccc(N)cc1,IC50,,
CHEMBL856,CCC1(c2ccccc2)C(=O)NCNC1=O,IC50,,
CHEMBL1371937,CC(C)(CO)C(O)C(=O)NCCCO,IC50,,
CHEMBL1651906,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,IC50,,
CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,IC50,,
CHEMBL1230333,O=C(O)CCCc1cccs1,IC50,,
CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,IC50,,
CHEMBL157548,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,IC50,,
